[5, [0.47500000000000003, -0.07499999999999998, 0.07500000000000001], [0.625, -0.27499999999999997, 0.025]]
[3, [0.525, -0.175, 0.025], [0.42500000000000004, -0.12499999999999997, 0.025]]
[2, [0.5750000000000001, -0.22499999999999998, 0.025], [0.42500000000000004, -0.07499999999999998, 0.025]]
[4, [0.47500000000000003, -0.07499999999999998, 0.025], [0.42500000000000004, -0.12499999999999997, 0.125]]
[0, [0.47500000000000003, -0.175, 0.025], [0.525, -0.22499999999999998, 0.025]]
[5, [0.625, -0.27499999999999997, 0.025], [0.42500000000000004, -0.12499999999999997, 0.125]]
[1, [0.5750000000000001, -0.12499999999999997, 0.025], [0.525, -0.27499999999999997, 0.07500000000000001]]
[2, [0.42500000000000004, -0.07499999999999998, 0.025], [0.525, -0.175, 0.125]]
[2, [0.525, -0.175, 0.025], [0.525, -0.22499999999999998, 0.125]]
